video_id,class_name,label,frame_folder,num_frames
AedlWfHafgw_000021,basketball bounce,0,data/frames/AedlWfHafgw_000021,8
56Z2jF5H0sI_000190,hammering nails,6,data/frames/56Z2jF5H0sI_000190,8
TBCKVIvh7Ug_000030,fire crackling,4,data/frames/TBCKVIvh7Ug_000030,8
NzWgMNQX5xw_000018,fire crackling,4,data/frames/NzWgMNQX5xw_000018,8
Mt8jQmWWmEE_000030,raining,7,data/frames/Mt8jQmWWmEE_000030,8
_8A132_-BJQ_000030,fire crackling,4,data/frames/_8A132_-BJQ_000030,8
di7eVZNlpkw_000040,car passing by,1,data/frames/di7eVZNlpkw_000040,8
DIkH3opVS8o_000030,raining,7,data/frames/DIkH3opVS8o_000030,8
y7St1AL5j2o_000430,hammering nails,6,data/frames/y7St1AL5j2o_000430,7
fwas0HLGbqM_000030,raining,7,data/frames/fwas0HLGbqM_000030,8
ttJkInDP92Y_000000,fire crackling,4,data/frames/ttJkInDP92Y_000000,8
Z5QU8D9hhQA_000010,footsteps on snow,5,data/frames/Z5QU8D9hhQA_000010,8
ojLv2Ji6cJQ_000030,dog barking,2,data/frames/ojLv2Ji6cJQ_000030,8
3qesirWAGt4_000020,dog barking,2,data/frames/3qesirWAGt4_000020,8
lkW0eB8bSrk_000030,door slamming,3,data/frames/lkW0eB8bSrk_000030,8
C9f_yqkzqac_000510,typing on computer keyboard,9,data/frames/C9f_yqkzqac_000510,8
InYayQanY_E_000286,footsteps on snow,5,data/frames/InYayQanY_E_000286,8
VHUZvGxQbFA_000000,typing on computer keyboard,9,data/frames/VHUZvGxQbFA_000000,8
vbd491cweJ0_000866,ripping paper,8,data/frames/vbd491cweJ0_000866,8
nJSmEj97SII_000691,hammering nails,6,data/frames/nJSmEj97SII_000691,6
jHSWbKDx1Ms_000030,basketball bounce,0,data/frames/jHSWbKDx1Ms_000030,8
DoOWPaSuumI_000458,footsteps on snow,5,data/frames/DoOWPaSuumI_000458,7
-fTfRh0_RQ4_000030,car passing by,1,data/frames/-fTfRh0_RQ4_000030,8
10hGfv89L3g_000030,car passing by,1,data/frames/10hGfv89L3g_000030,8
JkeCq47R1Mw_000009,hammering nails,6,data/frames/JkeCq47R1Mw_000009,6
H7hvpCMoScQ_000030,dog barking,2,data/frames/H7hvpCMoScQ_000030,8
NMSJHtmQLQM_000030,basketball bounce,0,data/frames/NMSJHtmQLQM_000030,8
xRAj37jqdT0_000082,hammering nails,6,data/frames/xRAj37jqdT0_000082,7
I9zQLQjNu98_000030,fire crackling,4,data/frames/I9zQLQjNu98_000030,8
lwYZnPB1i0o_000030,fire crackling,4,data/frames/lwYZnPB1i0o_000030,8
GoMFJIOLkKA_000420,raining,7,data/frames/GoMFJIOLkKA_000420,8
1hJnxzlxnQs_000030,car passing by,1,data/frames/1hJnxzlxnQs_000030,8
z7yGkGnLjg8_000134,hammering nails,6,data/frames/z7yGkGnLjg8_000134,8
d3eq6JLipyk_000270,raining,7,data/frames/d3eq6JLipyk_000270,8
07bi-w2VKeg_000035,footsteps on snow,5,data/frames/07bi-w2VKeg_000035,7
EaBRGh2s0rU_000030,door slamming,3,data/frames/EaBRGh2s0rU_000030,8
NXeVBvS5cxQ_000030,typing on computer keyboard,9,data/frames/NXeVBvS5cxQ_000030,8
yzh8PW_nMz4_000066,ripping paper,8,data/frames/yzh8PW_nMz4_000066,7
SQfTvzvUJ6k_000006,hammering nails,6,data/frames/SQfTvzvUJ6k_000006,8
96HJ2f5dj6U_000030,raining,7,data/frames/96HJ2f5dj6U_000030,8
AJ2_gn8V2fo_000030,basketball bounce,0,data/frames/AJ2_gn8V2fo_000030,8
NEwwubAohnk_000270,ripping paper,8,data/frames/NEwwubAohnk_000270,8
yCMy14iNKzQ_000097,footsteps on snow,5,data/frames/yCMy14iNKzQ_000097,8
mhmVWT-tH1U_000285,ripping paper,8,data/frames/mhmVWT-tH1U_000285,7
eaHpZtEfqCg_000030,basketball bounce,0,data/frames/eaHpZtEfqCg_000030,8
HwGK5RvNOFI_000030,typing on computer keyboard,9,data/frames/HwGK5RvNOFI_000030,8
6pdLhFJHFwA_000000,hammering nails,6,data/frames/6pdLhFJHFwA_000000,8
ej9hTqRxWpA_000030,typing on computer keyboard,9,data/frames/ej9hTqRxWpA_000030,8
KtUaKwCqJkA_000027,footsteps on snow,5,data/frames/KtUaKwCqJkA_000027,8
Q_FvbcPieNo_000030,basketball bounce,0,data/frames/Q_FvbcPieNo_000030,8
ZMN2Bs_Cr1A_000450,basketball bounce,0,data/frames/ZMN2Bs_Cr1A_000450,8
GwC4fiIM0mU_000611,ripping paper,8,data/frames/GwC4fiIM0mU_000611,7
jRRAu-hdI2g_000025,car passing by,1,data/frames/jRRAu-hdI2g_000025,8
PZACLpEasFU_000030,typing on computer keyboard,9,data/frames/PZACLpEasFU_000030,8
rLmNuF9xTPI_000030,typing on computer keyboard,9,data/frames/rLmNuF9xTPI_000030,8
BvmCtRBeF04_000582,footsteps on snow,5,data/frames/BvmCtRBeF04_000582,8
HYojEoDJiQc_000049,hammering nails,6,data/frames/HYojEoDJiQc_000049,7
UAhzckt0y3U_000030,dog barking,2,data/frames/UAhzckt0y3U_000030,8
HPOBl_BzybA_000005,door slamming,3,data/frames/HPOBl_BzybA_000005,8
SVQ_3JHjJ8w_000560,car passing by,1,data/frames/SVQ_3JHjJ8w_000560,8
h_U-Seegsmo_000018,footsteps on snow,5,data/frames/h_U-Seegsmo_000018,7
9RNNZ3e-9IA_000028,dog barking,2,data/frames/9RNNZ3e-9IA_000028,8
4GclkzsR830_000030,car passing by,1,data/frames/4GclkzsR830_000030,8
dySzuSBqPnE_000007,ripping paper,8,data/frames/dySzuSBqPnE_000007,8
5s_yHWgA1O0_000199,ripping paper,8,data/frames/5s_yHWgA1O0_000199,7
XXye9fPaHbY_000030,raining,7,data/frames/XXye9fPaHbY_000030,8
Fxl4CpEjcQU_000008,fire crackling,4,data/frames/Fxl4CpEjcQU_000008,8
8QntTInSS1A_000030,raining,7,data/frames/8QntTInSS1A_000030,8
1woaZGPrY9g_000002,car passing by,1,data/frames/1woaZGPrY9g_000002,8
3A39m83VhUA_000294,hammering nails,6,data/frames/3A39m83VhUA_000294,6
a3RfULw7aAY_000000,car passing by,1,data/frames/a3RfULw7aAY_000000,8
hpLvqSrTRTQ_000030,basketball bounce,0,data/frames/hpLvqSrTRTQ_000030,8
01j_x89dowI_000481,hammering nails,6,data/frames/01j_x89dowI_000481,8
AeBc20MLAic_000248,hammering nails,6,data/frames/AeBc20MLAic_000248,7
IJNf5hJzf5M_000006,door slamming,3,data/frames/IJNf5hJzf5M_000006,8
EsJPJ4MXhs4_000030,dog barking,2,data/frames/EsJPJ4MXhs4_000030,8
gUZOZP-sgng_000330,typing on computer keyboard,9,data/frames/gUZOZP-sgng_000330,8
H88svrfkkNU_000000,basketball bounce,0,data/frames/H88svrfkkNU_000000,8
lmaIgor5XTg_000030,car passing by,1,data/frames/lmaIgor5XTg_000030,8
FD2paju93aI_000030,door slamming,3,data/frames/FD2paju93aI_000030,8
A2D_eaALRug_000019,hammering nails,6,data/frames/A2D_eaALRug_000019,7
mhmVWT-tH1U_000139,ripping paper,8,data/frames/mhmVWT-tH1U_000139,8
2KNJPTMMD4s_000272,ripping paper,8,data/frames/2KNJPTMMD4s_000272,6
GSTxgr6KkFs_000022,fire crackling,4,data/frames/GSTxgr6KkFs_000022,8
WagLsOTNlF8_000080,basketball bounce,0,data/frames/WagLsOTNlF8_000080,8
F2ojsUmHFYg_000603,ripping paper,8,data/frames/F2ojsUmHFYg_000603,7
UWizNEHrzCY_000017,dog barking,2,data/frames/UWizNEHrzCY_000017,8
FsBC8LIZ7eI_000045,hammering nails,6,data/frames/FsBC8LIZ7eI_000045,7
O_ps1uO85v0_000030,typing on computer keyboard,9,data/frames/O_ps1uO85v0_000030,8
6k4lcF9IGUk_000150,basketball bounce,0,data/frames/6k4lcF9IGUk_000150,8
1XO0SqsZhHU_000030,raining,7,data/frames/1XO0SqsZhHU_000030,8
Q6ThTeKdgR0_000003,car passing by,1,data/frames/Q6ThTeKdgR0_000003,8
s5s3aR8Z7I8_000350,car passing by,1,data/frames/s5s3aR8Z7I8_000350,8
bbR9xUdh-A4_000010,raining,7,data/frames/bbR9xUdh-A4_000010,8
MjgUwbwjOzQ_000030,fire crackling,4,data/frames/MjgUwbwjOzQ_000030,8
KZFD1lRFNaw_000168,hammering nails,6,data/frames/KZFD1lRFNaw_000168,7
KydSULgAHFI_000084,footsteps on snow,5,data/frames/KydSULgAHFI_000084,8
NKfyi7q0JNU_000030,dog barking,2,data/frames/NKfyi7q0JNU_000030,8
grygJyKvYgs_000030,basketball bounce,0,data/frames/grygJyKvYgs_000030,8
70nxwCv5v6Y_000080,hammering nails,6,data/frames/70nxwCv5v6Y_000080,8
LlICTLO9aSA_000030,door slamming,3,data/frames/LlICTLO9aSA_000030,8
U_qOjkaHjPI_000000,car passing by,1,data/frames/U_qOjkaHjPI_000000,8
D6VGsQPmhLU_000030,typing on computer keyboard,9,data/frames/D6VGsQPmhLU_000030,8
8n7z8HZxeqQ_000312,ripping paper,8,data/frames/8n7z8HZxeqQ_000312,8
r6av66aRAJg_000030,car passing by,1,data/frames/r6av66aRAJg_000030,8
EsoKL_41uOc_000023,door slamming,3,data/frames/EsoKL_41uOc_000023,8
IvUXQLAqHz4_000971,ripping paper,8,data/frames/IvUXQLAqHz4_000971,8
fumA4irXnyQ_000030,fire crackling,4,data/frames/fumA4irXnyQ_000030,8
lkv2qFT7slY_000030,basketball bounce,0,data/frames/lkv2qFT7slY_000030,8
Ys2ri7Pw2gw_001404,footsteps on snow,5,data/frames/Ys2ri7Pw2gw_001404,8
ELmcymPeitI_000030,car passing by,1,data/frames/ELmcymPeitI_000030,8
zCLJV8QIm0M_000357,footsteps on snow,5,data/frames/zCLJV8QIm0M_000357,7
iyroRIRrXUw_000090,typing on computer keyboard,9,data/frames/iyroRIRrXUw_000090,8
XO1wG3ne_Cw_000030,dog barking,2,data/frames/XO1wG3ne_Cw_000030,8
KZ1HTf3ifAI_000032,footsteps on snow,5,data/frames/KZ1HTf3ifAI_000032,8
9-tUObAs28M_000030,car passing by,1,data/frames/9-tUObAs28M_000030,8
5YxPWqR9Qf8_000060,hammering nails,6,data/frames/5YxPWqR9Qf8_000060,7
ckpj7O0Et28_000180,door slamming,3,data/frames/ckpj7O0Et28_000180,8
4-DcTjFR4qw_000100,car passing by,1,data/frames/4-DcTjFR4qw_000100,8
30Y4_sSw2wc_000081,hammering nails,6,data/frames/30Y4_sSw2wc_000081,7
jcoTSA5FxpE_000030,dog barking,2,data/frames/jcoTSA5FxpE_000030,8
dmdMvf8RkSQ_000030,fire crackling,4,data/frames/dmdMvf8RkSQ_000030,8
Xcp3GkJElDU_000012,fire crackling,4,data/frames/Xcp3GkJElDU_000012,8
BNxn1bNPkZE_000000,footsteps on snow,5,data/frames/BNxn1bNPkZE_000000,8
hl4CItu_we8_000000,door slamming,3,data/frames/hl4CItu_we8_000000,8
f0hBZBe9DmQ_000030,typing on computer keyboard,9,data/frames/f0hBZBe9DmQ_000030,8
oag4toyJDZU_000198,ripping paper,8,data/frames/oag4toyJDZU_000198,8
D_MavKxL6oc_000030,raining,7,data/frames/D_MavKxL6oc_000030,8
POuhGn61ZR8_000350,raining,7,data/frames/POuhGn61ZR8_000350,8
kGCW-Aw_0Xg_000005,footsteps on snow,5,data/frames/kGCW-Aw_0Xg_000005,6
1bbyaXEVouE_000030,fire crackling,4,data/frames/1bbyaXEVouE_000030,8
R5np0eUAWUU_000000,basketball bounce,0,data/frames/R5np0eUAWUU_000000,8
g3kkGbxwSLQ_000030,typing on computer keyboard,9,data/frames/g3kkGbxwSLQ_000030,8
KydSULgAHFI_000060,footsteps on snow,5,data/frames/KydSULgAHFI_000060,8
GDDDe4v0IQo_000222,hammering nails,6,data/frames/GDDDe4v0IQo_000222,8
wVDpGmvoBns_000030,fire crackling,4,data/frames/wVDpGmvoBns_000030,8
q0oFe21dSoQ_000096,footsteps on snow,5,data/frames/q0oFe21dSoQ_000096,8
EaGGJ2YQou4_000147,hammering nails,6,data/frames/EaGGJ2YQou4_000147,8
DpLi9YH5idY_000030,dog barking,2,data/frames/DpLi9YH5idY_000030,8
5xNifFUzmCc_000060,basketball bounce,0,data/frames/5xNifFUzmCc_000060,8
Ergjh8YR0OM_000020,basketball bounce,0,data/frames/Ergjh8YR0OM_000020,8
BQPk4cmN__4_000030,dog barking,2,data/frames/BQPk4cmN__4_000030,8
Ti0Ck0xTdw4_000030,typing on computer keyboard,9,data/frames/Ti0Ck0xTdw4_000030,8
8Nu6Tfgw-Dg_000647,footsteps on snow,5,data/frames/8Nu6Tfgw-Dg_000647,8
cWZLGpaVwwE_000030,typing on computer keyboard,9,data/frames/cWZLGpaVwwE_000030,8
VwgBmuzcUnw_000099,hammering nails,6,data/frames/VwgBmuzcUnw_000099,7
pzZBnD-EL80_000085,hammering nails,6,data/frames/pzZBnD-EL80_000085,7
BbOVvWpZAWo_000360,door slamming,3,data/frames/BbOVvWpZAWo_000360,8
bVR288WbDXc_000030,car passing by,1,data/frames/bVR288WbDXc_000030,8
xC-FE1l3Cxs_000322,footsteps on snow,5,data/frames/xC-FE1l3Cxs_000322,8
DQ1-Jj3kEP0_000061,hammering nails,6,data/frames/DQ1-Jj3kEP0_000061,7
aCt1gdSARiU_000030,basketball bounce,0,data/frames/aCt1gdSARiU_000030,8
p8VjOpgDz8A_000030,typing on computer keyboard,9,data/frames/p8VjOpgDz8A_000030,8
Cvwyf4tOrqc_000030,door slamming,3,data/frames/Cvwyf4tOrqc_000030,8
2_9WJSzV6fw_000030,raining,7,data/frames/2_9WJSzV6fw_000030,8
1F3_bvIT0ig_000000,car passing by,1,data/frames/1F3_bvIT0ig_000000,8
KyebYm2Tx9A_000030,fire crackling,4,data/frames/KyebYm2Tx9A_000030,8
q1gQRZ3Hi1I_000030,car passing by,1,data/frames/q1gQRZ3Hi1I_000030,8
8nGXZHZHi9I_000066,footsteps on snow,5,data/frames/8nGXZHZHi9I_000066,8
eMQQRvh-BUI_000030,door slamming,3,data/frames/eMQQRvh-BUI_000030,8
m98BKPAD-84_000020,dog barking,2,data/frames/m98BKPAD-84_000020,8
Br1s0Ye8kKs_000030,door slamming,3,data/frames/Br1s0Ye8kKs_000030,8
Fz99QvWup20_000030,raining,7,data/frames/Fz99QvWup20_000030,8
H_rYM_x08Iw_000070,basketball bounce,0,data/frames/H_rYM_x08Iw_000070,8
8J7_lNvLMwI_000034,hammering nails,6,data/frames/8J7_lNvLMwI_000034,7
f1Z-HuZ-_ZA_000030,dog barking,2,data/frames/f1Z-HuZ-_ZA_000030,8
UcJci08essY_000090,basketball bounce,0,data/frames/UcJci08essY_000090,8
BI96CRWSZd4_000223,ripping paper,8,data/frames/BI96CRWSZd4_000223,6
2zOU0NeMv7M_000095,ripping paper,8,data/frames/2zOU0NeMv7M_000095,8
A2D_eaALRug_000144,hammering nails,6,data/frames/A2D_eaALRug_000144,6
BjR_ixR8TUw_000030,basketball bounce,0,data/frames/BjR_ixR8TUw_000030,8
Mi2PLjJbpQ0_000190,hammering nails,6,data/frames/Mi2PLjJbpQ0_000190,8
SQNCsQqjuGw_000130,door slamming,3,data/frames/SQNCsQqjuGw_000130,8
gRSJoFczYEo_000030,door slamming,3,data/frames/gRSJoFczYEo_000030,8
KdBwrU3jrHw_000613,ripping paper,8,data/frames/KdBwrU3jrHw_000613,8
VvnHyU8e1c8_000030,raining,7,data/frames/VvnHyU8e1c8_000030,8
iYfgk0wAc2E_000001,hammering nails,6,data/frames/iYfgk0wAc2E_000001,8
8CrTpWNBiTo_000120,dog barking,2,data/frames/8CrTpWNBiTo_000120,8
bpXRRH_CxJM_000140,footsteps on snow,5,data/frames/bpXRRH_CxJM_000140,8
Y2iL1oaA2EE_000030,raining,7,data/frames/Y2iL1oaA2EE_000030,8
JEaWbkxzFIk_000000,basketball bounce,0,data/frames/JEaWbkxzFIk_000000,8
JzXBxftBmBQ_000487,ripping paper,8,data/frames/JzXBxftBmBQ_000487,8
Rx8FF1eW79Y_000030,car passing by,1,data/frames/Rx8FF1eW79Y_000030,8
NuD6d2B3QvA_000550,dog barking,2,data/frames/NuD6d2B3QvA_000550,8
-Q_UXiwWR_c_000030,car passing by,1,data/frames/-Q_UXiwWR_c_000030,8
A7DQjMwCtI8_000270,car passing by,1,data/frames/A7DQjMwCtI8_000270,8
Q5lS9H-7UYs_000052,hammering nails,6,data/frames/Q5lS9H-7UYs_000052,6
zOfThlg_c7M_000300,door slamming,3,data/frames/zOfThlg_c7M_000300,8
Ckz3mjx9XwY_000000,footsteps on snow,5,data/frames/Ckz3mjx9XwY_000000,8
jSjIdwRgqCY_000071,ripping paper,8,data/frames/jSjIdwRgqCY_000071,8
zNgXe7JOjuk_000030,fire crackling,4,data/frames/zNgXe7JOjuk_000030,8
hzQyTOaBHzI_000020,raining,7,data/frames/hzQyTOaBHzI_000020,8
rnsPxfODN4M_000009,door slamming,3,data/frames/rnsPxfODN4M_000009,8
WLL4th4kUZ4_000020,fire crackling,4,data/frames/WLL4th4kUZ4_000020,8
2z5yJ2qa_5I_000024,car passing by,1,data/frames/2z5yJ2qa_5I_000024,8
K6gTAlFe7tI_000000,door slamming,3,data/frames/K6gTAlFe7tI_000000,8
LfbGHMumxIQ_000030,basketball bounce,0,data/frames/LfbGHMumxIQ_000030,8
leIanf9R2R0_000230,typing on computer keyboard,9,data/frames/leIanf9R2R0_000230,8
kqC9pgKN--c_000365,ripping paper,8,data/frames/kqC9pgKN--c_000365,8
VQbC7Oth7wQ_000030,typing on computer keyboard,9,data/frames/VQbC7Oth7wQ_000030,8
SgUdzDdeO78_000017,door slamming,3,data/frames/SgUdzDdeO78_000017,8
XuaJVdMCCoU_000030,dog barking,2,data/frames/XuaJVdMCCoU_000030,8
pkdT-CS1jzw_000020,fire crackling,4,data/frames/pkdT-CS1jzw_000020,8
mBo_ZG-uQJs_000000,ripping paper,8,data/frames/mBo_ZG-uQJs_000000,8
oKdF5E37uac_000196,ripping paper,8,data/frames/oKdF5E37uac_000196,8
TKSFbf-wQ8I_000030,fire crackling,4,data/frames/TKSFbf-wQ8I_000030,8
bZpxpqedQTQ_000193,hammering nails,6,data/frames/bZpxpqedQTQ_000193,8
3AzacBprTzU_000060,dog barking,2,data/frames/3AzacBprTzU_000060,8
o7iSjJZYr5A_000000,ripping paper,8,data/frames/o7iSjJZYr5A_000000,8
SkbFczIabRY_000030,car passing by,1,data/frames/SkbFczIabRY_000030,8
9VMXgZ4ihTM_000138,footsteps on snow,5,data/frames/9VMXgZ4ihTM_000138,7
498ynMnZ6Lo_000030,door slamming,3,data/frames/498ynMnZ6Lo_000030,8
el4qyJFJmbI_000160,basketball bounce,0,data/frames/el4qyJFJmbI_000160,8
EY1UjHKhb0o_000083,hammering nails,6,data/frames/EY1UjHKhb0o_000083,8
ZRBdcMCPFV8_000039,footsteps on snow,5,data/frames/ZRBdcMCPFV8_000039,7
5su1M6NdG-I_000060,raining,7,data/frames/5su1M6NdG-I_000060,8
j99DUjxpCWY_000030,door slamming,3,data/frames/j99DUjxpCWY_000030,8
DF0AL3gaNLQ_000030,raining,7,data/frames/DF0AL3gaNLQ_000030,8
1u1orBeV4xI_000428,ripping paper,8,data/frames/1u1orBeV4xI_000428,7
_fTONy_pqik_000030,dog barking,2,data/frames/_fTONy_pqik_000030,8
GT4WmInObm0_000236,footsteps on snow,5,data/frames/GT4WmInObm0_000236,7
rTh92nlG9io_000030,typing on computer keyboard,9,data/frames/rTh92nlG9io_000030,8
MoG0nt_0iSw_000000,door slamming,3,data/frames/MoG0nt_0iSw_000000,8
fxJCUa4gihw_000211,hammering nails,6,data/frames/fxJCUa4gihw_000211,7
EecU1KGJIt4_000020,dog barking,2,data/frames/EecU1KGJIt4_000020,8
wUc6HadpbBc_000000,door slamming,3,data/frames/wUc6HadpbBc_000000,8
oqVkxCLj8EY_000370,car passing by,1,data/frames/oqVkxCLj8EY_000370,8
VfxxIQpT-dQ_000574,ripping paper,8,data/frames/VfxxIQpT-dQ_000574,8
CmAt9DymrbM_000030,door slamming,3,data/frames/CmAt9DymrbM_000030,8
i9i-MjxVOnY_000200,basketball bounce,0,data/frames/i9i-MjxVOnY_000200,8
JVu9sofg3yQ_000030,fire crackling,4,data/frames/JVu9sofg3yQ_000030,8
1WGfcIOLUK8_000030,dog barking,2,data/frames/1WGfcIOLUK8_000030,8
Oges40Anr3M_000459,ripping paper,8,data/frames/Oges40Anr3M_000459,8
uY63pSkcQpM_000000,footsteps on snow,5,data/frames/uY63pSkcQpM_000000,8
RPA-QYPV_os_000030,fire crackling,4,data/frames/RPA-QYPV_os_000030,8
QejVyYvjrrs_000010,dog barking,2,data/frames/QejVyYvjrrs_000010,8
UxEyOSK9nxo_000030,fire crackling,4,data/frames/UxEyOSK9nxo_000030,8
qLVjaU5V9f0_000150,car passing by,1,data/frames/qLVjaU5V9f0_000150,8
eSMCZfnJ5gI_000030,dog barking,2,data/frames/eSMCZfnJ5gI_000030,8
Q6rij_svhuc_000030,typing on computer keyboard,9,data/frames/Q6rij_svhuc_000030,8
KuLE8odpCc8_000100,typing on computer keyboard,9,data/frames/KuLE8odpCc8_000100,8
K8BC9e4Bspg_000151,hammering nails,6,data/frames/K8BC9e4Bspg_000151,8
Yttw9U0CB98_000030,door slamming,3,data/frames/Yttw9U0CB98_000030,8
ZFs03gCSB_g_000270,typing on computer keyboard,9,data/frames/ZFs03gCSB_g_000270,8
_tDF9h1Y5o4_000400,door slamming,3,data/frames/_tDF9h1Y5o4_000400,8
5RnD-0cA3PU_000330,raining,7,data/frames/5RnD-0cA3PU_000330,8
4YkSXnZPP9Y_000281,ripping paper,8,data/frames/4YkSXnZPP9Y_000281,8
b3teffaC_eE_000140,raining,7,data/frames/b3teffaC_eE_000140,8
FzgCq9oAXGk_000000,basketball bounce,0,data/frames/FzgCq9oAXGk_000000,8
eMpg3l9nI2s_000030,dog barking,2,data/frames/eMpg3l9nI2s_000030,8
rjGjz5DolWA_000030,dog barking,2,data/frames/rjGjz5DolWA_000030,8
7S2quCoO880_000030,raining,7,data/frames/7S2quCoO880_000030,8
8Nu6Tfgw-Dg_000368,footsteps on snow,5,data/frames/8Nu6Tfgw-Dg_000368,7
SSe_TE8W2pE_000025,hammering nails,6,data/frames/SSe_TE8W2pE_000025,8
B8cX1eozARk_000260,typing on computer keyboard,9,data/frames/B8cX1eozARk_000260,8
4O-dYCrVKLY_000030,typing on computer keyboard,9,data/frames/4O-dYCrVKLY_000030,8
RzheyPWA3fA_000030,fire crackling,4,data/frames/RzheyPWA3fA_000030,8
aBbdPO4U7Cc_000030,fire crackling,4,data/frames/aBbdPO4U7Cc_000030,8
AYvYTvCG0Cw_000004,door slamming,3,data/frames/AYvYTvCG0Cw_000004,8
Yd10enP9ykM_000030,car passing by,1,data/frames/Yd10enP9ykM_000030,8
-vg8ttgP32I_000018,car passing by,1,data/frames/-vg8ttgP32I_000018,8
_h_0T05F0aI_000590,typing on computer keyboard,9,data/frames/_h_0T05F0aI_000590,8
NmjotvipT-w_000010,raining,7,data/frames/NmjotvipT-w_000010,8
_s2eifpL3pM_000080,raining,7,data/frames/_s2eifpL3pM_000080,8
8rmoYAfr0t8_000010,car passing by,1,data/frames/8rmoYAfr0t8_000010,8
GAi7PmpjSww_000072,footsteps on snow,5,data/frames/GAi7PmpjSww_000072,8
