file_name,text
video/AL-dutJvx0s_000030/video.mp4,typing on computer keyboard
video/2LtEPWwp36E_000052/video.mp4,footsteps on snow
video/akjMGNYTAdA_000030/video.mp4,fire crackling
video/A-QYRlK7cd8_000030/video.mp4,raining
video/HZf02v6DyyY_000030/video.mp4,fire crackling
video/fNNhE0Cz2QY_000000/video.mp4,door slamming
video/ux7HhOxMRE4_000020/video.mp4,dog barking
video/gm7VuxbyNkw_000835/video.mp4,ripping paper
video/O7oqO7fqmVs_000539/video.mp4,ripping paper
video/FIktp5ggvX4_000010/video.mp4,dog barking
video/BhI1wTFc6KU_000000/video.mp4,door slamming
video/YWAchXE2HqQ_000005/video.mp4,fire crackling
video/AedlWfHafgw_000021/video.mp4,basketball bounce
video/56Z2jF5H0sI_000190/video.mp4,hammering nails
video/TBCKVIvh7Ug_000030/video.mp4,fire crackling
video/NzWgMNQX5xw_000018/video.mp4,fire crackling
video/Mt8jQmWWmEE_000030/video.mp4,raining
video/_8A132_-BJQ_000030/video.mp4,fire crackling
video/di7eVZNlpkw_000040/video.mp4,car passing by
video/DIkH3opVS8o_000030/video.mp4,raining
video/y7St1AL5j2o_000430/video.mp4,hammering nails
video/fwas0HLGbqM_000030/video.mp4,raining
video/ttJkInDP92Y_000000/video.mp4,fire crackling
video/Z5QU8D9hhQA_000010/video.mp4,footsteps on snow
video/ojLv2Ji6cJQ_000030/video.mp4,dog barking
video/3qesirWAGt4_000020/video.mp4,dog barking
video/lkW0eB8bSrk_000030/video.mp4,door slamming
video/C9f_yqkzqac_000510/video.mp4,typing on computer keyboard
video/InYayQanY_E_000286/video.mp4,footsteps on snow
video/VHUZvGxQbFA_000000/video.mp4,typing on computer keyboard
video/vbd491cweJ0_000866/video.mp4,ripping paper
video/nJSmEj97SII_000691/video.mp4,hammering nails
video/jHSWbKDx1Ms_000030/video.mp4,basketball bounce
video/DoOWPaSuumI_000458/video.mp4,footsteps on snow
video/-fTfRh0_RQ4_000030/video.mp4,car passing by
video/10hGfv89L3g_000030/video.mp4,car passing by
video/JkeCq47R1Mw_000009/video.mp4,hammering nails
video/H7hvpCMoScQ_000030/video.mp4,dog barking
video/NMSJHtmQLQM_000030/video.mp4,basketball bounce
video/xRAj37jqdT0_000082/video.mp4,hammering nails
video/I9zQLQjNu98_000030/video.mp4,fire crackling
video/lwYZnPB1i0o_000030/video.mp4,fire crackling
video/GoMFJIOLkKA_000420/video.mp4,raining
video/1hJnxzlxnQs_000030/video.mp4,car passing by
video/z7yGkGnLjg8_000134/video.mp4,hammering nails
video/d3eq6JLipyk_000270/video.mp4,raining
video/07bi-w2VKeg_000035/video.mp4,footsteps on snow
video/EaBRGh2s0rU_000030/video.mp4,door slamming
video/NXeVBvS5cxQ_000030/video.mp4,typing on computer keyboard
video/yzh8PW_nMz4_000066/video.mp4,ripping paper
video/SQfTvzvUJ6k_000006/video.mp4,hammering nails
video/96HJ2f5dj6U_000030/video.mp4,raining
video/AJ2_gn8V2fo_000030/video.mp4,basketball bounce
video/NEwwubAohnk_000270/video.mp4,ripping paper
video/yCMy14iNKzQ_000097/video.mp4,footsteps on snow
video/mhmVWT-tH1U_000285/video.mp4,ripping paper
video/eaHpZtEfqCg_000030/video.mp4,basketball bounce
video/HwGK5RvNOFI_000030/video.mp4,typing on computer keyboard
video/6pdLhFJHFwA_000000/video.mp4,hammering nails
video/ej9hTqRxWpA_000030/video.mp4,typing on computer keyboard
video/KtUaKwCqJkA_000027/video.mp4,footsteps on snow
video/Q_FvbcPieNo_000030/video.mp4,basketball bounce
video/ZMN2Bs_Cr1A_000450/video.mp4,basketball bounce
video/GwC4fiIM0mU_000611/video.mp4,ripping paper
video/jRRAu-hdI2g_000025/video.mp4,car passing by
video/PZACLpEasFU_000030/video.mp4,typing on computer keyboard
video/rLmNuF9xTPI_000030/video.mp4,typing on computer keyboard
video/BvmCtRBeF04_000582/video.mp4,footsteps on snow
video/HYojEoDJiQc_000049/video.mp4,hammering nails
video/UAhzckt0y3U_000030/video.mp4,dog barking
video/HPOBl_BzybA_000005/video.mp4,door slamming
video/SVQ_3JHjJ8w_000560/video.mp4,car passing by
video/h_U-Seegsmo_000018/video.mp4,footsteps on snow
video/9RNNZ3e-9IA_000028/video.mp4,dog barking
video/4GclkzsR830_000030/video.mp4,car passing by
video/dySzuSBqPnE_000007/video.mp4,ripping paper
video/5s_yHWgA1O0_000199/video.mp4,ripping paper
video/XXye9fPaHbY_000030/video.mp4,raining
video/Fxl4CpEjcQU_000008/video.mp4,fire crackling
video/8QntTInSS1A_000030/video.mp4,raining
video/1woaZGPrY9g_000002/video.mp4,car passing by
video/3A39m83VhUA_000294/video.mp4,hammering nails
video/a3RfULw7aAY_000000/video.mp4,car passing by
video/hpLvqSrTRTQ_000030/video.mp4,basketball bounce
video/01j_x89dowI_000481/video.mp4,hammering nails
video/AeBc20MLAic_000248/video.mp4,hammering nails
video/IJNf5hJzf5M_000006/video.mp4,door slamming
video/EsJPJ4MXhs4_000030/video.mp4,dog barking
video/gUZOZP-sgng_000330/video.mp4,typing on computer keyboard
video/H88svrfkkNU_000000/video.mp4,basketball bounce
video/lmaIgor5XTg_000030/video.mp4,car passing by
video/FD2paju93aI_000030/video.mp4,door slamming
video/A2D_eaALRug_000019/video.mp4,hammering nails
video/mhmVWT-tH1U_000139/video.mp4,ripping paper
video/2KNJPTMMD4s_000272/video.mp4,ripping paper
video/GSTxgr6KkFs_000022/video.mp4,fire crackling
video/WagLsOTNlF8_000080/video.mp4,basketball bounce
video/F2ojsUmHFYg_000603/video.mp4,ripping paper
video/UWizNEHrzCY_000017/video.mp4,dog barking
video/FsBC8LIZ7eI_000045/video.mp4,hammering nails
video/O_ps1uO85v0_000030/video.mp4,typing on computer keyboard
video/6k4lcF9IGUk_000150/video.mp4,basketball bounce
video/1XO0SqsZhHU_000030/video.mp4,raining
video/Q6ThTeKdgR0_000003/video.mp4,car passing by
video/s5s3aR8Z7I8_000350/video.mp4,car passing by
video/bbR9xUdh-A4_000010/video.mp4,raining
video/MjgUwbwjOzQ_000030/video.mp4,fire crackling
video/KZFD1lRFNaw_000168/video.mp4,hammering nails
video/KydSULgAHFI_000084/video.mp4,footsteps on snow
video/NKfyi7q0JNU_000030/video.mp4,dog barking
video/grygJyKvYgs_000030/video.mp4,basketball bounce
video/70nxwCv5v6Y_000080/video.mp4,hammering nails
video/LlICTLO9aSA_000030/video.mp4,door slamming
video/U_qOjkaHjPI_000000/video.mp4,car passing by
video/D6VGsQPmhLU_000030/video.mp4,typing on computer keyboard
video/8n7z8HZxeqQ_000312/video.mp4,ripping paper
video/r6av66aRAJg_000030/video.mp4,car passing by
video/EsoKL_41uOc_000023/video.mp4,door slamming
video/IvUXQLAqHz4_000971/video.mp4,ripping paper
video/fumA4irXnyQ_000030/video.mp4,fire crackling
video/lkv2qFT7slY_000030/video.mp4,basketball bounce
video/Ys2ri7Pw2gw_001404/video.mp4,footsteps on snow
video/ELmcymPeitI_000030/video.mp4,car passing by
video/zCLJV8QIm0M_000357/video.mp4,footsteps on snow
video/iyroRIRrXUw_000090/video.mp4,typing on computer keyboard
video/XO1wG3ne_Cw_000030/video.mp4,dog barking
video/KZ1HTf3ifAI_000032/video.mp4,footsteps on snow
video/9-tUObAs28M_000030/video.mp4,car passing by
video/5YxPWqR9Qf8_000060/video.mp4,hammering nails
video/ckpj7O0Et28_000180/video.mp4,door slamming
video/4-DcTjFR4qw_000100/video.mp4,car passing by
video/30Y4_sSw2wc_000081/video.mp4,hammering nails
video/jcoTSA5FxpE_000030/video.mp4,dog barking
video/dmdMvf8RkSQ_000030/video.mp4,fire crackling
video/Xcp3GkJElDU_000012/video.mp4,fire crackling
video/BNxn1bNPkZE_000000/video.mp4,footsteps on snow
video/hl4CItu_we8_000000/video.mp4,door slamming
video/f0hBZBe9DmQ_000030/video.mp4,typing on computer keyboard
video/oag4toyJDZU_000198/video.mp4,ripping paper
video/D_MavKxL6oc_000030/video.mp4,raining
video/POuhGn61ZR8_000350/video.mp4,raining
video/kGCW-Aw_0Xg_000005/video.mp4,footsteps on snow
video/1bbyaXEVouE_000030/video.mp4,fire crackling
video/R5np0eUAWUU_000000/video.mp4,basketball bounce
video/g3kkGbxwSLQ_000030/video.mp4,typing on computer keyboard
video/KydSULgAHFI_000060/video.mp4,footsteps on snow
video/GDDDe4v0IQo_000222/video.mp4,hammering nails
video/wVDpGmvoBns_000030/video.mp4,fire crackling
video/q0oFe21dSoQ_000096/video.mp4,footsteps on snow
video/EaGGJ2YQou4_000147/video.mp4,hammering nails
video/DpLi9YH5idY_000030/video.mp4,dog barking
video/5xNifFUzmCc_000060/video.mp4,basketball bounce
video/Ergjh8YR0OM_000020/video.mp4,basketball bounce
video/BQPk4cmN__4_000030/video.mp4,dog barking
video/Ti0Ck0xTdw4_000030/video.mp4,typing on computer keyboard
video/8Nu6Tfgw-Dg_000647/video.mp4,footsteps on snow
video/cWZLGpaVwwE_000030/video.mp4,typing on computer keyboard
video/VwgBmuzcUnw_000099/video.mp4,hammering nails
video/pzZBnD-EL80_000085/video.mp4,hammering nails
video/BbOVvWpZAWo_000360/video.mp4,door slamming
video/bVR288WbDXc_000030/video.mp4,car passing by
video/xC-FE1l3Cxs_000322/video.mp4,footsteps on snow
video/DQ1-Jj3kEP0_000061/video.mp4,hammering nails
video/aCt1gdSARiU_000030/video.mp4,basketball bounce
video/p8VjOpgDz8A_000030/video.mp4,typing on computer keyboard
video/Cvwyf4tOrqc_000030/video.mp4,door slamming
video/2_9WJSzV6fw_000030/video.mp4,raining
video/1F3_bvIT0ig_000000/video.mp4,car passing by
video/KyebYm2Tx9A_000030/video.mp4,fire crackling
video/q1gQRZ3Hi1I_000030/video.mp4,car passing by
video/8nGXZHZHi9I_000066/video.mp4,footsteps on snow
video/eMQQRvh-BUI_000030/video.mp4,door slamming
video/m98BKPAD-84_000020/video.mp4,dog barking
video/Br1s0Ye8kKs_000030/video.mp4,door slamming
video/Fz99QvWup20_000030/video.mp4,raining
video/H_rYM_x08Iw_000070/video.mp4,basketball bounce
video/8J7_lNvLMwI_000034/video.mp4,hammering nails
video/f1Z-HuZ-_ZA_000030/video.mp4,dog barking
video/UcJci08essY_000090/video.mp4,basketball bounce
video/BI96CRWSZd4_000223/video.mp4,ripping paper
video/2zOU0NeMv7M_000095/video.mp4,ripping paper
video/A2D_eaALRug_000144/video.mp4,hammering nails
video/BjR_ixR8TUw_000030/video.mp4,basketball bounce
video/Mi2PLjJbpQ0_000190/video.mp4,hammering nails
video/SQNCsQqjuGw_000130/video.mp4,door slamming
video/gRSJoFczYEo_000030/video.mp4,door slamming
video/KdBwrU3jrHw_000613/video.mp4,ripping paper
video/VvnHyU8e1c8_000030/video.mp4,raining
video/iYfgk0wAc2E_000001/video.mp4,hammering nails
video/8CrTpWNBiTo_000120/video.mp4,dog barking
video/bpXRRH_CxJM_000140/video.mp4,footsteps on snow
video/Y2iL1oaA2EE_000030/video.mp4,raining
video/JEaWbkxzFIk_000000/video.mp4,basketball bounce
video/JzXBxftBmBQ_000487/video.mp4,ripping paper
video/Rx8FF1eW79Y_000030/video.mp4,car passing by
video/NuD6d2B3QvA_000550/video.mp4,dog barking
video/-Q_UXiwWR_c_000030/video.mp4,car passing by
video/A7DQjMwCtI8_000270/video.mp4,car passing by
video/Q5lS9H-7UYs_000052/video.mp4,hammering nails
video/zOfThlg_c7M_000300/video.mp4,door slamming
video/Ckz3mjx9XwY_000000/video.mp4,footsteps on snow
video/jSjIdwRgqCY_000071/video.mp4,ripping paper
video/zNgXe7JOjuk_000030/video.mp4,fire crackling
video/hzQyTOaBHzI_000020/video.mp4,raining
video/rnsPxfODN4M_000009/video.mp4,door slamming
video/WLL4th4kUZ4_000020/video.mp4,fire crackling
video/2z5yJ2qa_5I_000024/video.mp4,car passing by
video/K6gTAlFe7tI_000000/video.mp4,door slamming
video/LfbGHMumxIQ_000030/video.mp4,basketball bounce
video/leIanf9R2R0_000230/video.mp4,typing on computer keyboard
video/kqC9pgKN--c_000365/video.mp4,ripping paper
video/VQbC7Oth7wQ_000030/video.mp4,typing on computer keyboard
video/SgUdzDdeO78_000017/video.mp4,door slamming
video/XuaJVdMCCoU_000030/video.mp4,dog barking
video/pkdT-CS1jzw_000020/video.mp4,fire crackling
video/mBo_ZG-uQJs_000000/video.mp4,ripping paper
video/oKdF5E37uac_000196/video.mp4,ripping paper
video/TKSFbf-wQ8I_000030/video.mp4,fire crackling
video/bZpxpqedQTQ_000193/video.mp4,hammering nails
video/3AzacBprTzU_000060/video.mp4,dog barking
video/o7iSjJZYr5A_000000/video.mp4,ripping paper
video/SkbFczIabRY_000030/video.mp4,car passing by
video/9VMXgZ4ihTM_000138/video.mp4,footsteps on snow
video/498ynMnZ6Lo_000030/video.mp4,door slamming
video/el4qyJFJmbI_000160/video.mp4,basketball bounce
video/EY1UjHKhb0o_000083/video.mp4,hammering nails
video/ZRBdcMCPFV8_000039/video.mp4,footsteps on snow
video/5su1M6NdG-I_000060/video.mp4,raining
video/j99DUjxpCWY_000030/video.mp4,door slamming
video/DF0AL3gaNLQ_000030/video.mp4,raining
video/1u1orBeV4xI_000428/video.mp4,ripping paper
video/_fTONy_pqik_000030/video.mp4,dog barking
video/GT4WmInObm0_000236/video.mp4,footsteps on snow
video/rTh92nlG9io_000030/video.mp4,typing on computer keyboard
video/MoG0nt_0iSw_000000/video.mp4,door slamming
video/fxJCUa4gihw_000211/video.mp4,hammering nails
video/EecU1KGJIt4_000020/video.mp4,dog barking
video/wUc6HadpbBc_000000/video.mp4,door slamming
video/oqVkxCLj8EY_000370/video.mp4,car passing by
video/VfxxIQpT-dQ_000574/video.mp4,ripping paper
video/CmAt9DymrbM_000030/video.mp4,door slamming
video/i9i-MjxVOnY_000200/video.mp4,basketball bounce
video/JVu9sofg3yQ_000030/video.mp4,fire crackling
video/1WGfcIOLUK8_000030/video.mp4,dog barking
video/Oges40Anr3M_000459/video.mp4,ripping paper
video/uY63pSkcQpM_000000/video.mp4,footsteps on snow
video/RPA-QYPV_os_000030/video.mp4,fire crackling
video/QejVyYvjrrs_000010/video.mp4,dog barking
video/UxEyOSK9nxo_000030/video.mp4,fire crackling
video/qLVjaU5V9f0_000150/video.mp4,car passing by
video/eSMCZfnJ5gI_000030/video.mp4,dog barking
video/Q6rij_svhuc_000030/video.mp4,typing on computer keyboard
video/KuLE8odpCc8_000100/video.mp4,typing on computer keyboard
video/K8BC9e4Bspg_000151/video.mp4,hammering nails
video/Yttw9U0CB98_000030/video.mp4,door slamming
video/ZFs03gCSB_g_000270/video.mp4,typing on computer keyboard
video/_tDF9h1Y5o4_000400/video.mp4,door slamming
video/5RnD-0cA3PU_000330/video.mp4,raining
video/4YkSXnZPP9Y_000281/video.mp4,ripping paper
video/b3teffaC_eE_000140/video.mp4,raining
video/FzgCq9oAXGk_000000/video.mp4,basketball bounce
video/eMpg3l9nI2s_000030/video.mp4,dog barking
video/rjGjz5DolWA_000030/video.mp4,dog barking
video/7S2quCoO880_000030/video.mp4,raining
video/8Nu6Tfgw-Dg_000368/video.mp4,footsteps on snow
video/SSe_TE8W2pE_000025/video.mp4,hammering nails
video/B8cX1eozARk_000260/video.mp4,typing on computer keyboard
video/4O-dYCrVKLY_000030/video.mp4,typing on computer keyboard
video/RzheyPWA3fA_000030/video.mp4,fire crackling
video/aBbdPO4U7Cc_000030/video.mp4,fire crackling
video/AYvYTvCG0Cw_000004/video.mp4,door slamming
video/Yd10enP9ykM_000030/video.mp4,car passing by
video/-vg8ttgP32I_000018/video.mp4,car passing by
video/_h_0T05F0aI_000590/video.mp4,typing on computer keyboard
video/NmjotvipT-w_000010/video.mp4,raining
video/_s2eifpL3pM_000080/video.mp4,raining
video/8rmoYAfr0t8_000010/video.mp4,car passing by
video/GAi7PmpjSww_000072/video.mp4,footsteps on snow
video/HCC9JldRsNc_000000/video.mp4,basketball bounce
video/ZyiDGq0qh2s_000030/video.mp4,dog barking
video/aYvjZSYmkT8_000000/video.mp4,basketball bounce
video/8evHpuXTcgM_000030/video.mp4,typing on computer keyboard
video/gNywrPYiLCM_000162/video.mp4,hammering nails
video/-T8L4SVm3u0_000001/video.mp4,footsteps on snow
video/uzZ0s6k6vzE_000360/video.mp4,footsteps on snow
video/MgD5JedaXGs_000020/video.mp4,dog barking
video/WatvT8A8iug_000100/video.mp4,car passing by
video/ofaRUcJoAkg_000004/video.mp4,footsteps on snow
video/jlSuqrGSWAk_000370/video.mp4,basketball bounce
video/9ppa4lXXspA_000030/video.mp4,dog barking
video/24tWz7gmngI_000030/video.mp4,typing on computer keyboard
video/f4w6aJMNXSk_000030/video.mp4,car passing by
video/1G6wtnmdZhE_000030/video.mp4,car passing by
video/0d6YdyxkXzQ_000815/video.mp4,ripping paper
video/DXM-kf0Xomc_000328/video.mp4,hammering nails
video/0H25ve3qts4_000001/video.mp4,door slamming
video/Wce8rgsG4rQ_000030/video.mp4,fire crackling
video/5aghVQEylEQ_000000/video.mp4,typing on computer keyboard
video/ZsIqiDfSJNk_000030/video.mp4,fire crackling
video/d2yLX6TwS_c_000030/video.mp4,dog barking
video/5B29CwNwULU_000030/video.mp4,raining
video/0H2tR-oOvIY_000003/video.mp4,footsteps on snow
video/2XFrBXTnNY8_000080/video.mp4,dog barking
video/4tnwJe6vvrE_000030/video.mp4,raining
video/LYqVH6Z8ppw_000030/video.mp4,car passing by
video/oz-UP7-mCEY_000004/video.mp4,footsteps on snow
video/IAf3HUIy0lA_000030/video.mp4,fire crackling
video/PX9kGT0E7B0_000030/video.mp4,dog barking
video/BHGB73ilrCc_000030/video.mp4,dog barking
video/ENr5NQ-Q5aM_000000/video.mp4,fire crackling
video/7CTzN_wSb6g_000030/video.mp4,raining
video/b6NX85h2230_000000/video.mp4,door slamming
video/3yt8xEb1VXA_000200/video.mp4,raining
video/TL6r9TTR7CY_000030/video.mp4,car passing by
video/mDhMhpU2ttE_000101/video.mp4,ripping paper
video/c8lfu6yJ0K4_000003/video.mp4,car passing by
video/Jz5wulRv1Ps_000030/video.mp4,typing on computer keyboard
video/h3cFTbRIzdY_000106/video.mp4,hammering nails
video/muq8TGLaiJM_000085/video.mp4,footsteps on snow
video/eP7b4e-GLXA_000030/video.mp4,fire crackling
video/XOeIr1N3kXM_000000/video.mp4,footsteps on snow
video/1hknEtsmdOc_000030/video.mp4,car passing by
video/Akmt_1N_tuU_000030/video.mp4,raining
video/SvRtOYGMWV8_000050/video.mp4,raining
video/VulCKZgWspc_000080/video.mp4,car passing by
video/AF0CtMb81t8_000030/video.mp4,dog barking
video/2JNmOJNTsdE_000032/video.mp4,hammering nails
video/EWemthMZDkM_000166/video.mp4,hammering nails
video/RUfBSmbs6j0_000025/video.mp4,hammering nails
video/pzbO6YfqYII_000030/video.mp4,door slamming
video/z8CiZOOvzy0_000000/video.mp4,fire crackling
video/66eFB3sy7Bw_000360/video.mp4,typing on computer keyboard
video/NF1lwZ24RYI_000030/video.mp4,dog barking
video/0Cl6hXpryhY_000030/video.mp4,basketball bounce
video/EQJHgbw5LFE_000000/video.mp4,door slamming
video/8vasA2D2_Kc_000030/video.mp4,dog barking
video/B1af2O7jBGs_000040/video.mp4,hammering nails
video/ijc6Ma6c4O0_000090/video.mp4,door slamming
video/SQfTvzvUJ6k_000029/video.mp4,hammering nails
video/eYPBxXLPSVA_000030/video.mp4,fire crackling
video/BJRg1SmxfLk_000044/video.mp4,footsteps on snow
video/C5O4ZDkOGXs_000340/video.mp4,door slamming
video/x0fI4QXOz9M_000030/video.mp4,dog barking
video/HvyXGNx_jYc_000030/video.mp4,raining
video/3oYSlw6l0XA_000380/video.mp4,typing on computer keyboard
video/VqBGj3jhiJ0_000030/video.mp4,fire crackling
video/MWWihdWE2FE_000060/video.mp4,typing on computer keyboard
video/ChX3mPUgLok_000030/video.mp4,door slamming
video/EScf6Anv-8E_000030/video.mp4,dog barking
video/yNqzpXyIB1o_000030/video.mp4,door slamming
video/8AdDbRz0SrU_000028/video.mp4,door slamming
video/9mIDP_OT1uM_000030/video.mp4,door slamming
video/w7rYHuTG6qI_000030/video.mp4,fire crackling
video/ZylkgLeV-bU_000023/video.mp4,door slamming
video/_XyxrZDZ36E_000034/video.mp4,hammering nails
video/cy7yYRlsmwA_000030/video.mp4,raining
video/dufRvpDEZS8_000380/video.mp4,raining
video/Q19VErS2iH4_000020/video.mp4,basketball bounce
video/pttd--gmIUY_000030/video.mp4,fire crackling
video/8TWtLCjUI5I_000000/video.mp4,dog barking
video/2QKJuc_Hscc_000050/video.mp4,dog barking
video/wPoeFpD3gUQ_000358/video.mp4,ripping paper
video/vKjtxUDSxCA_000010/video.mp4,door slamming
video/B_tbkQYT9N0_000030/video.mp4,door slamming
video/5rWRFrImmHA_000000/video.mp4,footsteps on snow
video/53UdZyM9MyE_000252/video.mp4,ripping paper
video/6ZrhRQItpiI_000028/video.mp4,car passing by
video/v5IM8bUpeP8_000030/video.mp4,dog barking
video/AKdT8WAIGmk_000030/video.mp4,basketball bounce
video/V-Kl0SDidHI_000020/video.mp4,door slamming
video/b_RtXz277T0_000030/video.mp4,door slamming
video/EvzXps-qqO8_000040/video.mp4,basketball bounce
video/IoaLYFNwUdc_000283/video.mp4,hammering nails
video/P15JhIEHVHg_000030/video.mp4,dog barking
video/Tb2KyzcQoJE_000000/video.mp4,door slamming
video/OlKY56Mdn4s_000386/video.mp4,ripping paper
video/betIn2CIoDw_000000/video.mp4,basketball bounce
video/rKByT8fOXpk_000007/video.mp4,footsteps on snow
video/mkVcFFOe3LI_000030/video.mp4,fire crackling
video/mgihmWi364U_000080/video.mp4,typing on computer keyboard
video/Mmq9YFHY_80_000000/video.mp4,ripping paper
video/VazP0kjlliA_000034/video.mp4,hammering nails
video/au036eve4s4_000030/video.mp4,raining
video/c1prFYuA4LM_000416/video.mp4,ripping paper
video/fvQeqBqqcVw_000030/video.mp4,raining
video/6dFyXSkUu14_000000/video.mp4,car passing by
video/AGoxtfIvAmo_000152/video.mp4,ripping paper
video/YUcV-grp898_000009/video.mp4,typing on computer keyboard
video/5jZ91X-828c_000170/video.mp4,footsteps on snow
video/aQaa8WckFQQ_000537/video.mp4,ripping paper
video/hgiPphyUS7I_000030/video.mp4,basketball bounce
video/7Ma67n3TbwI_000000/video.mp4,fire crackling
video/Jm5Qj05pMDQ_000250/video.mp4,raining
video/UxZYiE92UYQ_000152/video.mp4,footsteps on snow
video/MQtUV_cFcm8_000020/video.mp4,typing on computer keyboard
video/gmy8czZ3uLc_000030/video.mp4,car passing by
video/ExniUt3ptMk_000174/video.mp4,hammering nails
video/UsTk4M-U7-4_000246/video.mp4,fire crackling
video/ikkKlW18s1E_000070/video.mp4,fire crackling
video/Jf1fRu9YgfE_000064/video.mp4,hammering nails
video/cSAIhmcH4oY_000081/video.mp4,footsteps on snow
video/jeu-pldGAdw_000030/video.mp4,typing on computer keyboard
video/HKN2548Ts6A_000030/video.mp4,typing on computer keyboard
video/OD54eF2XKJA_000010/video.mp4,basketball bounce
video/4GsJe7tvsl0_000030/video.mp4,raining
video/1_Q80fDGLRM_000010/video.mp4,dog barking
video/uLdRi__nG2c_000030/video.mp4,typing on computer keyboard
video/Jh-upSoOqTc_000270/video.mp4,raining
video/izIKm2yBDlw_000088/video.mp4,hammering nails
video/v1lL0vPKMq0_000030/video.mp4,fire crackling
video/6sfjS8pGgjM_000030/video.mp4,fire crackling
video/kv335KZ0ZR8_000030/video.mp4,basketball bounce
video/LsBCiA7jkHI_000030/video.mp4,basketball bounce
video/pKG3RMK__dc_000110/video.mp4,car passing by
video/V2znI68sdJQ_000030/video.mp4,typing on computer keyboard
video/j7LDdHAhIbo_000030/video.mp4,fire crackling
video/NVTJVKF_ZTw_000030/video.mp4,door slamming
video/ss-QmKzI9l4_000030/video.mp4,door slamming
video/-CZ1LIc8aos_000020/video.mp4,car passing by
video/1QtsF8qkX1Y_000070/video.mp4,raining
video/dZ7a5F_NZKE_000158/video.mp4,ripping paper
video/gm7VuxbyNkw_000772/video.mp4,ripping paper
video/3qe9RK3sMBs_000000/video.mp4,basketball bounce
video/FeXZY4eVLlo_000040/video.mp4,basketball bounce
video/-0yRK50zyTI_000030/video.mp4,fire crackling
video/ge3cIE2a9yU_000574/video.mp4,ripping paper
video/ucNLu7zH3Qc_000470/video.mp4,typing on computer keyboard
video/GN6kEiASxaE_000030/video.mp4,basketball bounce
video/2t8rYnARZuI_000030/video.mp4,raining
video/qCYHZCKHrdc_000233/video.mp4,footsteps on snow
video/NwjeIU2xKE8_000238/video.mp4,hammering nails
video/dxvhJNXKIw0_000030/video.mp4,fire crackling
video/OwbF9baVlN4_000264/video.mp4,hammering nails
video/u7ZjZYuYL8w_000030/video.mp4,fire crackling
video/BI96CRWSZd4_000374/video.mp4,ripping paper
video/qyaKDCbV0nc_000587/video.mp4,ripping paper
video/Uvn7waPvseo_000030/video.mp4,typing on computer keyboard
video/QxoFXPR3nOI_000086/video.mp4,footsteps on snow
video/V3PyScAbdV0_000381/video.mp4,ripping paper
video/FLfRPHFr7mY_000011/video.mp4,footsteps on snow
video/bG7GnOHpnj8_000030/video.mp4,basketball bounce
video/QYY8g4sMVWU_000030/video.mp4,basketball bounce
video/amKlD9GdFvM_000030/video.mp4,raining
video/_HEzeeRT5_0_000040/video.mp4,basketball bounce
video/bsHlyV39TG4_000000/video.mp4,basketball bounce
video/Ey7CIPAeqsY_000030/video.mp4,dog barking
video/LvHVrKhkKBE_000420/video.mp4,raining
video/oNj-Q5gtYz4_000030/video.mp4,typing on computer keyboard
video/rf8nGoe0u2M_000043/video.mp4,footsteps on snow
video/eJsVdyNPVh0_000500/video.mp4,raining
