video_id,class_name,label,frame_folder,num_frames
vbd491cweJ0_000866,ripping paper,8,data/frames/vbd491cweJ0_000866,8
ttJkInDP92Y_000000,fire crackling,4,data/frames/ttJkInDP92Y_000000,8
EaGGJ2YQou4_000147,hammering nails,6,data/frames/EaGGJ2YQou4_000147,8
m98BKPAD-84_000020,dog barking,2,data/frames/m98BKPAD-84_000020,8
EScf6Anv-8E_000030,dog barking,2,data/frames/EScf6Anv-8E_000030,8
K6gTAlFe7tI_000000,door slamming,3,data/frames/K6gTAlFe7tI_000000,8
01j_x89dowI_000481,hammering nails,6,data/frames/01j_x89dowI_000481,8
BhI1wTFc6KU_000000,door slamming,3,data/frames/BhI1wTFc6KU_000000,8
QYY8g4sMVWU_000030,basketball bounce,0,data/frames/QYY8g4sMVWU_000030,8
DQ1-Jj3kEP0_000061,hammering nails,6,data/frames/DQ1-Jj3kEP0_000061,7
V3srC9WNp4c_000030,door slamming,3,data/frames/V3srC9WNp4c_000030,8
b3teffaC_eE_000140,raining,7,data/frames/b3teffaC_eE_000140,8
ofaRUcJoAkg_000004,footsteps on snow,5,data/frames/ofaRUcJoAkg_000004,7
BQPk4cmN__4_000030,dog barking,2,data/frames/BQPk4cmN__4_000030,8
4GclkzsR830_000030,car passing by,1,data/frames/4GclkzsR830_000030,8
OD54eF2XKJA_000010,basketball bounce,0,data/frames/OD54eF2XKJA_000010,8
Q19VErS2iH4_000020,basketball bounce,0,data/frames/Q19VErS2iH4_000020,8
-T8L4SVm3u0_000001,footsteps on snow,5,data/frames/-T8L4SVm3u0_000001,8
EecU1KGJIt4_000020,dog barking,2,data/frames/EecU1KGJIt4_000020,8
j42FvbZ2jjE_000851,ripping paper,8,data/frames/j42FvbZ2jjE_000851,7
8n7z8HZxeqQ_000312,ripping paper,8,data/frames/8n7z8HZxeqQ_000312,8
Jf1fRu9YgfE_000064,hammering nails,6,data/frames/Jf1fRu9YgfE_000064,8
VR3BEMxNhz8_000030,fire crackling,4,data/frames/VR3BEMxNhz8_000030,8
1hknEtsmdOc_000030,car passing by,1,data/frames/1hknEtsmdOc_000030,8
0B7fwvTtvLM_000000,basketball bounce,0,data/frames/0B7fwvTtvLM_000000,8
j99DUjxpCWY_000030,door slamming,3,data/frames/j99DUjxpCWY_000030,8
KtUaKwCqJkA_000027,footsteps on snow,5,data/frames/KtUaKwCqJkA_000027,8
W8XlZWqklbY_000200,raining,7,data/frames/W8XlZWqklbY_000200,8
NVTJVKF_ZTw_000030,door slamming,3,data/frames/NVTJVKF_ZTw_000030,8
1WGfcIOLUK8_000030,dog barking,2,data/frames/1WGfcIOLUK8_000030,8
rTh92nlG9io_000030,typing on computer keyboard,9,data/frames/rTh92nlG9io_000030,8
d3eq6JLipyk_000270,raining,7,data/frames/d3eq6JLipyk_000270,8
IvUXQLAqHz4_000971,ripping paper,8,data/frames/IvUXQLAqHz4_000971,8
mkVcFFOe3LI_000030,fire crackling,4,data/frames/mkVcFFOe3LI_000030,8
6dFyXSkUu14_000000,car passing by,1,data/frames/6dFyXSkUu14_000000,8
qCYHZCKHrdc_000233,footsteps on snow,5,data/frames/qCYHZCKHrdc_000233,8
Jh-upSoOqTc_000270,raining,7,data/frames/Jh-upSoOqTc_000270,8
LtYJXKeUMXA_000000,door slamming,3,data/frames/LtYJXKeUMXA_000000,8
F2ojsUmHFYg_000603,ripping paper,8,data/frames/F2ojsUmHFYg_000603,7
pzbO6YfqYII_000030,door slamming,3,data/frames/pzbO6YfqYII_000030,8
gmy8czZ3uLc_000030,car passing by,1,data/frames/gmy8czZ3uLc_000030,8
VazP0kjlliA_000034,hammering nails,6,data/frames/VazP0kjlliA_000034,8
3NRu3vNRFxU_000000,dog barking,2,data/frames/3NRu3vNRFxU_000000,8
bpXRRH_CxJM_000140,footsteps on snow,5,data/frames/bpXRRH_CxJM_000140,8
A2D_eaALRug_000144,hammering nails,6,data/frames/A2D_eaALRug_000144,6
VQbC7Oth7wQ_000030,typing on computer keyboard,9,data/frames/VQbC7Oth7wQ_000030,8
AGoxtfIvAmo_000152,ripping paper,8,data/frames/AGoxtfIvAmo_000152,8
Fz99QvWup20_000030,raining,7,data/frames/Fz99QvWup20_000030,8
xC-FE1l3Cxs_000322,footsteps on snow,5,data/frames/xC-FE1l3Cxs_000322,8
grygJyKvYgs_000030,basketball bounce,0,data/frames/grygJyKvYgs_000030,8
ChX3mPUgLok_000030,door slamming,3,data/frames/ChX3mPUgLok_000030,8
mhmVWT-tH1U_000285,ripping paper,8,data/frames/mhmVWT-tH1U_000285,7
q0oFe21dSoQ_000096,footsteps on snow,5,data/frames/q0oFe21dSoQ_000096,8
muq8TGLaiJM_000085,footsteps on snow,5,data/frames/muq8TGLaiJM_000085,6
eaHpZtEfqCg_000030,basketball bounce,0,data/frames/eaHpZtEfqCg_000030,8
1XO0SqsZhHU_000030,raining,7,data/frames/1XO0SqsZhHU_000030,8
Cvwyf4tOrqc_000030,door slamming,3,data/frames/Cvwyf4tOrqc_000030,8
9-tUObAs28M_000030,car passing by,1,data/frames/9-tUObAs28M_000030,8
KZFD1lRFNaw_000168,hammering nails,6,data/frames/KZFD1lRFNaw_000168,7
Ys2ri7Pw2gw_001404,footsteps on snow,5,data/frames/Ys2ri7Pw2gw_001404,8
dtjPWoaOz60_000450,ripping paper,8,data/frames/dtjPWoaOz60_000450,7
g3kkGbxwSLQ_000030,typing on computer keyboard,9,data/frames/g3kkGbxwSLQ_000030,8
c8lfu6yJ0K4_000003,car passing by,1,data/frames/c8lfu6yJ0K4_000003,8
BI96CRWSZd4_000374,ripping paper,8,data/frames/BI96CRWSZd4_000374,8
c1prFYuA4LM_000416,ripping paper,8,data/frames/c1prFYuA4LM_000416,7
8CrTpWNBiTo_000120,dog barking,2,data/frames/8CrTpWNBiTo_000120,8
ojLv2Ji6cJQ_000030,dog barking,2,data/frames/ojLv2Ji6cJQ_000030,8
cSAIhmcH4oY_000081,footsteps on snow,5,data/frames/cSAIhmcH4oY_000081,7
hzQyTOaBHzI_000020,raining,7,data/frames/hzQyTOaBHzI_000020,8
Wce8rgsG4rQ_000030,fire crackling,4,data/frames/Wce8rgsG4rQ_000030,8
C5O4ZDkOGXs_000340,door slamming,3,data/frames/C5O4ZDkOGXs_000340,8
GDDDe4v0IQo_000222,hammering nails,6,data/frames/GDDDe4v0IQo_000222,8
I9zQLQjNu98_000030,fire crackling,4,data/frames/I9zQLQjNu98_000030,8
lwYZnPB1i0o_000030,fire crackling,4,data/frames/lwYZnPB1i0o_000030,8
HPOBl_BzybA_000005,door slamming,3,data/frames/HPOBl_BzybA_000005,8
I9auMdqQlmY_000030,typing on computer keyboard,9,data/frames/I9auMdqQlmY_000030,8
-CZ1LIc8aos_000020,car passing by,1,data/frames/-CZ1LIc8aos_000020,8
yNqzpXyIB1o_000030,door slamming,3,data/frames/yNqzpXyIB1o_000030,8
hO7Y77gKIMo_000150,raining,7,data/frames/hO7Y77gKIMo_000150,8
POuhGn61ZR8_000350,raining,7,data/frames/POuhGn61ZR8_000350,8
9VMXgZ4ihTM_000138,footsteps on snow,5,data/frames/9VMXgZ4ihTM_000138,7
0d6YdyxkXzQ_000815,ripping paper,8,data/frames/0d6YdyxkXzQ_000815,6
EeGWe8e_2jg_000030,dog barking,2,data/frames/EeGWe8e_2jg_000030,8
oKdF5E37uac_000196,ripping paper,8,data/frames/oKdF5E37uac_000196,8
2JNmOJNTsdE_000032,hammering nails,6,data/frames/2JNmOJNTsdE_000032,8
HYojEoDJiQc_000049,hammering nails,6,data/frames/HYojEoDJiQc_000049,7
LsBCiA7jkHI_000030,basketball bounce,0,data/frames/LsBCiA7jkHI_000030,8
HgSqmsr5GOQ_000030,fire crackling,4,data/frames/HgSqmsr5GOQ_000030,8
8Nu6Tfgw-Dg_000368,footsteps on snow,5,data/frames/8Nu6Tfgw-Dg_000368,7
xBa0uehB4H8_000000,hammering nails,6,data/frames/xBa0uehB4H8_000000,8
cy7yYRlsmwA_000030,raining,7,data/frames/cy7yYRlsmwA_000030,8
uLdRi__nG2c_000030,typing on computer keyboard,9,data/frames/uLdRi__nG2c_000030,8
vyYpxGJr7zI_000030,dog barking,2,data/frames/vyYpxGJr7zI_000030,8
z7yGkGnLjg8_000134,hammering nails,6,data/frames/z7yGkGnLjg8_000134,8
rjGjz5DolWA_000030,dog barking,2,data/frames/rjGjz5DolWA_000030,8
UsTk4M-U7-4_000246,fire crackling,4,data/frames/UsTk4M-U7-4_000246,8
VvnHyU8e1c8_000030,raining,7,data/frames/VvnHyU8e1c8_000030,8
8AdDbRz0SrU_000028,door slamming,3,data/frames/8AdDbRz0SrU_000028,8
5B29CwNwULU_000030,raining,7,data/frames/5B29CwNwULU_000030,8
gm7VuxbyNkw_000772,ripping paper,8,data/frames/gm7VuxbyNkw_000772,8
_s2eifpL3pM_000080,raining,7,data/frames/_s2eifpL3pM_000080,8
WatvT8A8iug_000100,car passing by,1,data/frames/WatvT8A8iug_000100,8
KyebYm2Tx9A_000030,fire crackling,4,data/frames/KyebYm2Tx9A_000030,8
oeNMiCqg9JA_000106,ripping paper,8,data/frames/oeNMiCqg9JA_000106,7
RPA-QYPV_os_000030,fire crackling,4,data/frames/RPA-QYPV_os_000030,8
SQfTvzvUJ6k_000006,hammering nails,6,data/frames/SQfTvzvUJ6k_000006,8
AKdT8WAIGmk_000030,basketball bounce,0,data/frames/AKdT8WAIGmk_000030,8
ZyiDGq0qh2s_000030,dog barking,2,data/frames/ZyiDGq0qh2s_000030,8
KuLE8odpCc8_000100,typing on computer keyboard,9,data/frames/KuLE8odpCc8_000100,8
Q6ThTeKdgR0_000003,car passing by,1,data/frames/Q6ThTeKdgR0_000003,8
izIKm2yBDlw_000088,hammering nails,6,data/frames/izIKm2yBDlw_000088,8
K8BC9e4Bspg_000151,hammering nails,6,data/frames/K8BC9e4Bspg_000151,8
2QKJuc_Hscc_000050,dog barking,2,data/frames/2QKJuc_Hscc_000050,8
Jcz09Kj0nAY_000490,typing on computer keyboard,9,data/frames/Jcz09Kj0nAY_000490,8
pkdT-CS1jzw_000020,fire crackling,4,data/frames/pkdT-CS1jzw_000020,8
8evHpuXTcgM_000030,typing on computer keyboard,9,data/frames/8evHpuXTcgM_000030,8
XXye9fPaHbY_000030,raining,7,data/frames/XXye9fPaHbY_000030,8
cRlp5v9BHeE_000011,car passing by,1,data/frames/cRlp5v9BHeE_000011,8
zOfThlg_c7M_000300,door slamming,3,data/frames/zOfThlg_c7M_000300,8
GoMFJIOLkKA_000420,raining,7,data/frames/GoMFJIOLkKA_000420,8
eYPBxXLPSVA_000030,fire crackling,4,data/frames/eYPBxXLPSVA_000030,8
2KNJPTMMD4s_000272,ripping paper,8,data/frames/2KNJPTMMD4s_000272,6
9-8P2AsfmzU_000030,car passing by,1,data/frames/9-8P2AsfmzU_000030,8
dySzuSBqPnE_000040,ripping paper,8,data/frames/dySzuSBqPnE_000040,8
Akmt_1N_tuU_000030,raining,7,data/frames/Akmt_1N_tuU_000030,8
ABs3qGwvW-U_000020,basketball bounce,0,data/frames/ABs3qGwvW-U_000020,8
ZMN2Bs_Cr1A_000450,basketball bounce,0,data/frames/ZMN2Bs_Cr1A_000450,8
3AzacBprTzU_000060,dog barking,2,data/frames/3AzacBprTzU_000060,8
bG7GnOHpnj8_000030,basketball bounce,0,data/frames/bG7GnOHpnj8_000030,8
r6av66aRAJg_000030,car passing by,1,data/frames/r6av66aRAJg_000030,8
30Y4_sSw2wc_000081,hammering nails,6,data/frames/30Y4_sSw2wc_000081,7
PX9kGT0E7B0_000030,dog barking,2,data/frames/PX9kGT0E7B0_000030,8
dfwr8wgZU8M_000040,car passing by,1,data/frames/dfwr8wgZU8M_000040,8
JVu9sofg3yQ_000030,fire crackling,4,data/frames/JVu9sofg3yQ_000030,8
QxoFXPR3nOI_000086,footsteps on snow,5,data/frames/QxoFXPR3nOI_000086,8
FIktp5ggvX4_000010,dog barking,2,data/frames/FIktp5ggvX4_000010,8
au036eve4s4_000030,raining,7,data/frames/au036eve4s4_000030,8
qyaKDCbV0nc_000587,ripping paper,8,data/frames/qyaKDCbV0nc_000587,8
BjR_ixR8TUw_000030,basketball bounce,0,data/frames/BjR_ixR8TUw_000030,8
gNywrPYiLCM_000162,hammering nails,6,data/frames/gNywrPYiLCM_000162,7
0H2tR-oOvIY_000003,footsteps on snow,5,data/frames/0H2tR-oOvIY_000003,7
VfxxIQpT-dQ_000574,ripping paper,8,data/frames/VfxxIQpT-dQ_000574,8
jeu-pldGAdw_000030,typing on computer keyboard,9,data/frames/jeu-pldGAdw_000030,8
bsHlyV39TG4_000000,basketball bounce,0,data/frames/bsHlyV39TG4_000000,8
4-DcTjFR4qw_000100,car passing by,1,data/frames/4-DcTjFR4qw_000100,8
A2D_eaALRug_000019,hammering nails,6,data/frames/A2D_eaALRug_000019,7
SgUdzDdeO78_000017,door slamming,3,data/frames/SgUdzDdeO78_000017,8
5s_yHWgA1O0_000199,ripping paper,8,data/frames/5s_yHWgA1O0_000199,7
rLmNuF9xTPI_000030,typing on computer keyboard,9,data/frames/rLmNuF9xTPI_000030,8
2XFrBXTnNY8_000080,dog barking,2,data/frames/2XFrBXTnNY8_000080,8
2LtEPWwp36E_000052,footsteps on snow,5,data/frames/2LtEPWwp36E_000052,8
5YxPWqR9Qf8_000060,hammering nails,6,data/frames/5YxPWqR9Qf8_000060,7
GN6kEiASxaE_000030,basketball bounce,0,data/frames/GN6kEiASxaE_000030,8
1woaZGPrY9g_000002,car passing by,1,data/frames/1woaZGPrY9g_000002,8
eSMCZfnJ5gI_000030,dog barking,2,data/frames/eSMCZfnJ5gI_000030,8
-Q_UXiwWR_c_000030,car passing by,1,data/frames/-Q_UXiwWR_c_000030,8
6jiO0tPLK7U_000090,basketball bounce,0,data/frames/6jiO0tPLK7U_000090,8
eMpg3l9nI2s_000030,dog barking,2,data/frames/eMpg3l9nI2s_000030,8
hpLvqSrTRTQ_000030,basketball bounce,0,data/frames/hpLvqSrTRTQ_000030,8
o7iSjJZYr5A_000000,ripping paper,8,data/frames/o7iSjJZYr5A_000000,8
amKlD9GdFvM_000030,raining,7,data/frames/amKlD9GdFvM_000030,8
lmaIgor5XTg_000030,car passing by,1,data/frames/lmaIgor5XTg_000030,8
B1af2O7jBGs_000040,hammering nails,6,data/frames/B1af2O7jBGs_000040,7
EvzXps-qqO8_000040,basketball bounce,0,data/frames/EvzXps-qqO8_000040,8
H7hvpCMoScQ_000030,dog barking,2,data/frames/H7hvpCMoScQ_000030,8
leIanf9R2R0_000230,typing on computer keyboard,9,data/frames/leIanf9R2R0_000230,8
_xOa-Sw2UeY_000397,ripping paper,8,data/frames/_xOa-Sw2UeY_000397,8
AedlWfHafgw_000021,basketball bounce,0,data/frames/AedlWfHafgw_000021,8
B98yOZSj2GE_000012,car passing by,1,data/frames/B98yOZSj2GE_000012,8
5xNifFUzmCc_000060,basketball bounce,0,data/frames/5xNifFUzmCc_000060,8
D_MavKxL6oc_000030,raining,7,data/frames/D_MavKxL6oc_000030,8
498ynMnZ6Lo_000030,door slamming,3,data/frames/498ynMnZ6Lo_000030,8
NwjeIU2xKE8_000238,hammering nails,6,data/frames/NwjeIU2xKE8_000238,7
j7LDdHAhIbo_000030,fire crackling,4,data/frames/j7LDdHAhIbo_000030,8
ucNLu7zH3Qc_000470,typing on computer keyboard,9,data/frames/ucNLu7zH3Qc_000470,8
JQwirnKysXI_000030,dog barking,2,data/frames/JQwirnKysXI_000030,8
dySzuSBqPnE_000007,ripping paper,8,data/frames/dySzuSBqPnE_000007,8
MQtUV_cFcm8_000020,typing on computer keyboard,9,data/frames/MQtUV_cFcm8_000020,8
TL6r9TTR7CY_000030,car passing by,1,data/frames/TL6r9TTR7CY_000030,8
96HJ2f5dj6U_000030,raining,7,data/frames/96HJ2f5dj6U_000030,8
gRSJoFczYEo_000030,door slamming,3,data/frames/gRSJoFczYEo_000030,8
1o_gJNHZBZs_000110,footsteps on snow,5,data/frames/1o_gJNHZBZs_000110,6
zCLJV8QIm0M_000357,footsteps on snow,5,data/frames/zCLJV8QIm0M_000357,7
VqBGj3jhiJ0_000030,fire crackling,4,data/frames/VqBGj3jhiJ0_000030,8
oz-UP7-mCEY_000004,footsteps on snow,5,data/frames/oz-UP7-mCEY_000004,7
8QntTInSS1A_000030,raining,7,data/frames/8QntTInSS1A_000030,8
1B-RuZgSqf8_000030,raining,7,data/frames/1B-RuZgSqf8_000030,8
LlICTLO9aSA_000030,door slamming,3,data/frames/LlICTLO9aSA_000030,8
7Qtr6D2TWBE_000350,typing on computer keyboard,9,data/frames/7Qtr6D2TWBE_000350,8
SkbFczIabRY_000030,car passing by,1,data/frames/SkbFczIabRY_000030,8
NKfyi7q0JNU_000030,dog barking,2,data/frames/NKfyi7q0JNU_000030,8
A-QYRlK7cd8_000030,raining,7,data/frames/A-QYRlK7cd8_000030,8
el4qyJFJmbI_000160,basketball bounce,0,data/frames/el4qyJFJmbI_000160,8
Xcp3GkJElDU_000012,fire crackling,4,data/frames/Xcp3GkJElDU_000012,8
qLVjaU5V9f0_000150,car passing by,1,data/frames/qLVjaU5V9f0_000150,8
wPoeFpD3gUQ_000358,ripping paper,8,data/frames/wPoeFpD3gUQ_000358,7
4GsJe7tvsl0_000030,raining,7,data/frames/4GsJe7tvsl0_000030,8
fYhJdb8ka3k_000030,typing on computer keyboard,9,data/frames/fYhJdb8ka3k_000030,8
56Z2jF5H0sI_000190,hammering nails,6,data/frames/56Z2jF5H0sI_000190,8
UWizNEHrzCY_000017,dog barking,2,data/frames/UWizNEHrzCY_000017,8
HvyXGNx_jYc_000030,raining,7,data/frames/HvyXGNx_jYc_000030,8
JEaWbkxzFIk_000000,basketball bounce,0,data/frames/JEaWbkxzFIk_000000,8
Q5lS9H-7UYs_000052,hammering nails,6,data/frames/Q5lS9H-7UYs_000052,6
Yttw9U0CB98_000030,door slamming,3,data/frames/Yttw9U0CB98_000030,8
O_ps1uO85v0_000030,typing on computer keyboard,9,data/frames/O_ps1uO85v0_000030,8
BNxn1bNPkZE_000000,footsteps on snow,5,data/frames/BNxn1bNPkZE_000000,8
XO1wG3ne_Cw_000030,dog barking,2,data/frames/XO1wG3ne_Cw_000030,8
eP7b4e-GLXA_000030,fire crackling,4,data/frames/eP7b4e-GLXA_000030,8
jHSWbKDx1Ms_000030,basketball bounce,0,data/frames/jHSWbKDx1Ms_000030,8
V2znI68sdJQ_000030,typing on computer keyboard,9,data/frames/V2znI68sdJQ_000030,8
7S2quCoO880_000030,raining,7,data/frames/7S2quCoO880_000030,8
24tWz7gmngI_000030,typing on computer keyboard,9,data/frames/24tWz7gmngI_000030,8
_h_0T05F0aI_000590,typing on computer keyboard,9,data/frames/_h_0T05F0aI_000590,8
z8CiZOOvzy0_000000,fire crackling,4,data/frames/z8CiZOOvzy0_000000,8
A6p86Kp6tDE_000030,raining,7,data/frames/A6p86Kp6tDE_000030,8
mBo_ZG-uQJs_000000,ripping paper,8,data/frames/mBo_ZG-uQJs_000000,8
HCC9JldRsNc_000000,basketball bounce,0,data/frames/HCC9JldRsNc_000000,8
Ey7CIPAeqsY_000030,dog barking,2,data/frames/Ey7CIPAeqsY_000030,8
-vg8ttgP32I_000018,car passing by,1,data/frames/-vg8ttgP32I_000018,8
AeBc20MLAic_000248,hammering nails,6,data/frames/AeBc20MLAic_000248,7
ej9hTqRxWpA_000030,typing on computer keyboard,9,data/frames/ej9hTqRxWpA_000030,8
9mIDP_OT1uM_000030,door slamming,3,data/frames/9mIDP_OT1uM_000030,8
IJNf5hJzf5M_000006,door slamming,3,data/frames/IJNf5hJzf5M_000006,8
AJ2_gn8V2fo_000030,basketball bounce,0,data/frames/AJ2_gn8V2fo_000030,8
SVQ_3JHjJ8w_000560,car passing by,1,data/frames/SVQ_3JHjJ8w_000560,8
Mmq9YFHY_80_000000,ripping paper,8,data/frames/Mmq9YFHY_80_000000,8
bVR288WbDXc_000030,car passing by,1,data/frames/bVR288WbDXc_000030,8
6k4lcF9IGUk_000150,basketball bounce,0,data/frames/6k4lcF9IGUk_000150,8
MoG0nt_0iSw_000000,door slamming,3,data/frames/MoG0nt_0iSw_000000,8
f0hBZBe9DmQ_000030,typing on computer keyboard,9,data/frames/f0hBZBe9DmQ_000030,8
VHUZvGxQbFA_000000,typing on computer keyboard,9,data/frames/VHUZvGxQbFA_000000,8
h_U-Seegsmo_000018,footsteps on snow,5,data/frames/h_U-Seegsmo_000018,7
bbR9xUdh-A4_000010,raining,7,data/frames/bbR9xUdh-A4_000010,8
KydSULgAHFI_000084,footsteps on snow,5,data/frames/KydSULgAHFI_000084,8
InYayQanY_E_000286,footsteps on snow,5,data/frames/InYayQanY_E_000286,8
s5s3aR8Z7I8_000350,car passing by,1,data/frames/s5s3aR8Z7I8_000350,8
_tDF9h1Y5o4_000400,door slamming,3,data/frames/_tDF9h1Y5o4_000400,8
_XyxrZDZ36E_000034,hammering nails,6,data/frames/_XyxrZDZ36E_000034,7
lkW0eB8bSrk_000030,door slamming,3,data/frames/lkW0eB8bSrk_000030,8
GwC4fiIM0mU_000611,ripping paper,8,data/frames/GwC4fiIM0mU_000611,7
MWWihdWE2FE_000060,typing on computer keyboard,9,data/frames/MWWihdWE2FE_000060,8
Oges40Anr3M_000459,ripping paper,8,data/frames/Oges40Anr3M_000459,8
FD2paju93aI_000030,door slamming,3,data/frames/FD2paju93aI_000030,8
EsJPJ4MXhs4_000030,dog barking,2,data/frames/EsJPJ4MXhs4_000030,8
YWAchXE2HqQ_000005,fire crackling,4,data/frames/YWAchXE2HqQ_000005,8
66eFB3sy7Bw_000360,typing on computer keyboard,9,data/frames/66eFB3sy7Bw_000360,8
H88svrfkkNU_000000,basketball bounce,0,data/frames/H88svrfkkNU_000000,8
0H25ve3qts4_000001,door slamming,3,data/frames/0H25ve3qts4_000001,8
Yd10enP9ykM_000030,car passing by,1,data/frames/Yd10enP9ykM_000030,8
cWZLGpaVwwE_000030,typing on computer keyboard,9,data/frames/cWZLGpaVwwE_000030,8
8Nu6Tfgw-Dg_000647,footsteps on snow,5,data/frames/8Nu6Tfgw-Dg_000647,8
Uvn7waPvseo_000030,typing on computer keyboard,9,data/frames/Uvn7waPvseo_000030,8
fwas0HLGbqM_000030,raining,7,data/frames/fwas0HLGbqM_000030,8
pttd--gmIUY_000030,fire crackling,4,data/frames/pttd--gmIUY_000030,8
Br1s0Ye8kKs_000030,door slamming,3,data/frames/Br1s0Ye8kKs_000030,8
O7oqO7fqmVs_000539,ripping paper,8,data/frames/O7oqO7fqmVs_000539,8
JzXBxftBmBQ_000487,ripping paper,8,data/frames/JzXBxftBmBQ_000487,8
uY63pSkcQpM_000000,footsteps on snow,5,data/frames/uY63pSkcQpM_000000,8
f1Z-HuZ-_ZA_000030,dog barking,2,data/frames/f1Z-HuZ-_ZA_000030,8
WLL4th4kUZ4_000020,fire crackling,4,data/frames/WLL4th4kUZ4_000020,8
zNgXe7JOjuk_000030,fire crackling,4,data/frames/zNgXe7JOjuk_000030,8
IoaLYFNwUdc_000283,hammering nails,6,data/frames/IoaLYFNwUdc_000283,8
iYfgk0wAc2E_000001,hammering nails,6,data/frames/iYfgk0wAc2E_000001,8
f4w6aJMNXSk_000030,car passing by,1,data/frames/f4w6aJMNXSk_000030,8
1QtsF8qkX1Y_000070,raining,7,data/frames/1QtsF8qkX1Y_000070,8
SQNCsQqjuGw_000130,door slamming,3,data/frames/SQNCsQqjuGw_000130,8
NEwwubAohnk_000270,ripping paper,8,data/frames/NEwwubAohnk_000270,8
ijc6Ma6c4O0_000090,door slamming,3,data/frames/ijc6Ma6c4O0_000090,8
Tb2KyzcQoJE_000000,door slamming,3,data/frames/Tb2KyzcQoJE_000000,8
fumA4irXnyQ_000030,fire crackling,4,data/frames/fumA4irXnyQ_000030,8
0Cl6hXpryhY_000030,basketball bounce,0,data/frames/0Cl6hXpryhY_000030,8
lkv2qFT7slY_000030,basketball bounce,0,data/frames/lkv2qFT7slY_000030,8
NzWgMNQX5xw_000018,fire crackling,4,data/frames/NzWgMNQX5xw_000018,8
OlKY56Mdn4s_000386,ripping paper,8,data/frames/OlKY56Mdn4s_000386,8
LvHVrKhkKBE_000420,raining,7,data/frames/LvHVrKhkKBE_000420,8
IAf3HUIy0lA_000030,fire crackling,4,data/frames/IAf3HUIy0lA_000030,8
PZACLpEasFU_000030,typing on computer keyboard,9,data/frames/PZACLpEasFU_000030,8
B_tbkQYT9N0_000030,door slamming,3,data/frames/B_tbkQYT9N0_000030,8
GSTxgr6KkFs_000022,fire crackling,4,data/frames/GSTxgr6KkFs_000022,8
LfbGHMumxIQ_000030,basketball bounce,0,data/frames/LfbGHMumxIQ_000030,8
XOeIr1N3kXM_000000,footsteps on snow,5,data/frames/XOeIr1N3kXM_000000,8
HwGK5RvNOFI_000030,typing on computer keyboard,9,data/frames/HwGK5RvNOFI_000030,8
2z5yJ2qa_5I_000024,car passing by,1,data/frames/2z5yJ2qa_5I_000024,8
jlSuqrGSWAk_000370,basketball bounce,0,data/frames/jlSuqrGSWAk_000370,8
